Date,Load
27/01/2025 11.00,237.6
27/01/2025 11.15,252
27/01/2025 11.30,241.2
27/01/2025 11.45,217.2
27/01/2025 12.00,211.2
27/01/2025 12.15,202.8
27/01/2025 12.30,194.4
27/01/2025 12.45,199.2
27/01/2025 13.00,200.4
27/01/2025 13.15,212.4
27/01/2025 13.30,189.6
27/01/2025 13.45,160.8
27/01/2025 14.00,176.4
27/01/2025 14.15,169.2
27/01/2025 14.30,156
27/01/2025 14.45,124.8
27/01/2025 15.00,94.8
27/01/2025 15.15,85.2
27/01/2025 15.30,81.6
27/01/2025 15.45,91.2
27/01/2025 16.00,93.6
27/01/2025 16.15,68.4
27/01/2025 16.30,66
27/01/2025 16.45,64.8
27/01/2025 17.00,64.8
27/01/2025 17.15,62.4
27/01/2025 17.30,54
27/01/2025 17.45,54
27/01/2025 18.00,64.8
27/01/2025 18.15,63.6
27/01/2025 18.30,66
27/01/2025 18.45,73.2
27/01/2025 19.00,70.8
27/01/2025 19.15,68.4
27/01/2025 19.30,67.2
27/01/2025 19.45,69.6
27/01/2025 20.00,64.8
27/01/2025 20.15,63.6
27/01/2025 20.30,64.8
27/01/2025 20.45,69.6
27/01/2025 21.00,73.2
27/01/2025 21.15,73.2
27/01/2025 21.30,75.6
27/01/2025 21.45,78
27/01/2025 22.00,76.8
27/01/2025 22.15,84
27/01/2025 22.30,88.8
27/01/2025 22.45,94.8
27/01/2025 23.00,92.4
27/01/2025 23.15,90
27/01/2025 23.30,84
27/01/2025 23.45,82.8
28/01/2025 00.00,73.2
28/01/2025 00.15,76.8
28/01/2025 00.30,70.8
28/01/2025 00.45,68.4
28/01/2025 01.00,62.4
28/01/2025 01.15,62.4
28/01/2025 01.30,62.4
28/01/2025 01.45,55.2
28/01/2025 02.00,55.2
28/01/2025 02.15,55.2
28/01/2025 02.30,51.6
28/01/2025 02.45,50.4
28/01/2025 03.00,52.8
28/01/2025 03.15,48
28/01/2025 03.30,52.8
28/01/2025 03.45,49.2
28/01/2025 04.00,46.8
28/01/2025 04.15,46.8
28/01/2025 04.30,48
28/01/2025 04.45,49.2
28/01/2025 05.00,49.2
28/01/2025 05.15,48
28/01/2025 05.30,50.4
28/01/2025 05.45,60
28/01/2025 06.00,61.2
28/01/2025 06.15,74.4
28/01/2025 06.30,67.2
28/01/2025 06.45,70.8
28/01/2025 07.00,78
28/01/2025 07.15,66
28/01/2025 07.30,64.8
28/01/2025 07.45,69.6
28/01/2025 08.00,64.8
28/01/2025 08.15,70.8
28/01/2025 08.30,79.2
28/01/2025 08.45,75.6
28/01/2025 09.00,70.8
28/01/2025 09.15,75.6
28/01/2025 09.30,78
28/01/2025 09.45,76.8
28/01/2025 10.00,80.4
28/01/2025 10.15,85.2
28/01/2025 10.30,90
28/01/2025 10.45,99.6
28/01/2025 11.00,94.8
28/01/2025 11.15,96
28/01/2025 11.30,97.2
28/01/2025 11.45,94.8
28/01/2025 12.00,85.2
28/01/2025 12.15,79.2
28/01/2025 12.30,79.2
28/01/2025 12.45,64.8
28/01/2025 13.00,75.6
28/01/2025 13.15,69.6
28/01/2025 13.30,70.8
28/01/2025 13.45,76.8
28/01/2025 14.00,68.4
28/01/2025 14.15,64.8
28/01/2025 14.30,81.6
28/01/2025 14.45,63.6
28/01/2025 15.00,60
28/01/2025 15.15,58.8
28/01/2025 15.30,62.4
28/01/2025 15.45,58.8
28/01/2025 16.00,67.2
28/01/2025 16.15,78
28/01/2025 16.30,79.2
28/01/2025 16.45,72
28/01/2025 17.00,79.2
28/01/2025 17.15,73.2
28/01/2025 17.30,72
28/01/2025 17.45,63.6
28/01/2025 18.00,61.2
28/01/2025 18.15,56.4
28/01/2025 18.30,54
28/01/2025 18.45,48
28/01/2025 19.00,63.6
28/01/2025 19.15,70.8
28/01/2025 19.30,64.8
28/01/2025 19.45,69.6
28/01/2025 20.00,67.2
28/01/2025 20.15,68.4
28/01/2025 20.30,62.4
28/01/2025 20.45,54
28/01/2025 21.00,58.8
28/01/2025 21.15,70.8
28/01/2025 21.30,73.2
28/01/2025 21.45,75.6
28/01/2025 22.00,66
28/01/2025 22.15,60
28/01/2025 22.30,68.4
28/01/2025 22.45,58.8
28/01/2025 23.00,58.8
28/01/2025 23.15,62.4
28/01/2025 23.30,58.8
28/01/2025 23.45,58.8
29/01/2025 00.00,61.2
29/01/2025 00.15,61.2
29/01/2025 00.30,58.8
29/01/2025 00.45,63.6
29/01/2025 01.00,55.2
29/01/2025 01.15,54
29/01/2025 01.30,54
29/01/2025 01.45,57.6
29/01/2025 02.00,51.6
29/01/2025 02.15,49.2
29/01/2025 02.30,48
29/01/2025 02.45,45.6
29/01/2025 03.00,49.2
29/01/2025 03.15,50.4
29/01/2025 03.30,46.8
29/01/2025 03.45,49.2
29/01/2025 04.00,45.6
29/01/2025 04.15,50.4
29/01/2025 04.30,49.2
29/01/2025 04.45,44.4
29/01/2025 05.00,44.4
29/01/2025 05.15,46.8
29/01/2025 05.30,52.8
29/01/2025 05.45,56.4
29/01/2025 06.00,63.6
29/01/2025 06.15,54
29/01/2025 06.30,57.6
29/01/2025 06.45,54
29/01/2025 07.00,61.2
29/01/2025 07.15,64.8
29/01/2025 07.30,67.2
29/01/2025 07.45,66
29/01/2025 08.00,68.4
29/01/2025 08.15,72
29/01/2025 08.30,75.6
29/01/2025 08.45,68.4
29/01/2025 09.00,66
29/01/2025 09.15,70.8
29/01/2025 09.30,69.6
29/01/2025 09.45,74.4
29/01/2025 10.00,80.4
29/01/2025 10.15,84
29/01/2025 10.30,79.2
29/01/2025 10.45,69.6
29/01/2025 11.00,73.2
29/01/2025 11.15,67.2
29/01/2025 11.30,73.2
29/01/2025 11.45,64.8
29/01/2025 12.00,72
29/01/2025 12.15,64.8
29/01/2025 12.30,56.4
29/01/2025 12.45,70.8
29/01/2025 13.00,74.4
29/01/2025 13.15,74.4
29/01/2025 13.30,68.4
29/01/2025 13.45,69.6
29/01/2025 14.00,66
29/01/2025 14.15,68.4
29/01/2025 14.30,64.8
29/01/2025 14.45,86.4
29/01/2025 15.00,103.2
29/01/2025 15.15,108
29/01/2025 15.30,103.2
29/01/2025 15.45,96
29/01/2025 16.00,92.4
29/01/2025 16.15,93.6
29/01/2025 16.30,98.4
29/01/2025 16.45,73.2
29/01/2025 17.00,54
29/01/2025 17.15,50.4
29/01/2025 17.30,54
29/01/2025 17.45,58.8
29/01/2025 18.00,55.2
29/01/2025 18.15,58.8
29/01/2025 18.30,63.6
29/01/2025 18.45,57.6
29/01/2025 19.00,51.6
29/01/2025 19.15,58.8
29/01/2025 19.30,62.4
29/01/2025 19.45,62.4
29/01/2025 20.00,63.6
29/01/2025 20.15,60
29/01/2025 20.30,64.8
29/01/2025 20.45,80.4
29/01/2025 21.00,78
29/01/2025 21.15,72
29/01/2025 21.30,72
29/01/2025 21.45,86.4
29/01/2025 22.00,92.4
29/01/2025 22.15,91.2
29/01/2025 22.30,82.8
29/01/2025 22.45,74.4
29/01/2025 23.00,74.4
29/01/2025 23.15,74.4
29/01/2025 23.30,70.8
29/01/2025 23.45,74.4
30/01/2025 00.00,66
30/01/2025 00.15,63.6
30/01/2025 00.30,67.2
30/01/2025 00.45,70.8
30/01/2025 01.00,61.2
30/01/2025 01.15,63.6
30/01/2025 01.30,62.4
30/01/2025 01.45,60
30/01/2025 02.00,57.6
30/01/2025 02.15,52.8
30/01/2025 02.30,54
30/01/2025 02.45,57.6
30/01/2025 03.00,52.8
30/01/2025 03.15,54
30/01/2025 03.30,55.2
30/01/2025 03.45,52.8
30/01/2025 04.00,50.4
30/01/2025 04.15,50.4
30/01/2025 04.30,51.6
30/01/2025 04.45,50.4
30/01/2025 05.00,55.2
30/01/2025 05.15,63.6
30/01/2025 05.30,68.4
30/01/2025 05.45,62.4
30/01/2025 06.00,68.4
30/01/2025 06.15,69.6
30/01/2025 06.30,66
30/01/2025 06.45,62.4
30/01/2025 07.00,64.8
30/01/2025 07.15,66
30/01/2025 07.30,74.4
30/01/2025 07.45,63.6
30/01/2025 08.00,68.4
30/01/2025 08.15,74.4
30/01/2025 08.30,69.6
30/01/2025 08.45,67.2
30/01/2025 09.00,66
30/01/2025 09.15,63.6
30/01/2025 09.30,70.8
30/01/2025 09.45,74.4
30/01/2025 10.00,69.6
30/01/2025 10.15,68.4
30/01/2025 10.30,66
30/01/2025 10.45,69.6
30/01/2025 11.00,64.8
30/01/2025 11.15,61.2
30/01/2025 11.30,54
30/01/2025 11.45,58.8
30/01/2025 12.00,57.6
30/01/2025 12.15,55.2
30/01/2025 12.30,66
30/01/2025 12.45,76.8
30/01/2025 13.00,104.4
30/01/2025 13.15,90
30/01/2025 13.30,79.2
30/01/2025 13.45,87.6
30/01/2025 14.00,93.6
30/01/2025 14.15,86.4
30/01/2025 14.30,90
30/01/2025 14.45,106.8
30/01/2025 15.00,111.6
30/01/2025 15.15,114
30/01/2025 15.30,118.8
30/01/2025 15.45,118.8
30/01/2025 16.00,120
30/01/2025 16.15,94.8
30/01/2025 16.30,85.2
30/01/2025 16.45,80.4
30/01/2025 17.00,68.4
30/01/2025 17.15,60
30/01/2025 17.30,64.8
30/01/2025 17.45,74.4
30/01/2025 18.00,69.6
30/01/2025 18.15,67.2
30/01/2025 18.30,61.2
30/01/2025 18.45,68.4
30/01/2025 19.00,67.2
30/01/2025 19.15,58.8
30/01/2025 19.30,50.4
30/01/2025 19.45,55.2
30/01/2025 20.00,54
30/01/2025 20.15,60
30/01/2025 20.30,52.8
30/01/2025 20.45,64.8
30/01/2025 21.00,67.2
30/01/2025 21.15,80.4
30/01/2025 21.30,74.4
30/01/2025 21.45,80.4
30/01/2025 22.00,78
30/01/2025 22.15,82.8
30/01/2025 22.30,80.4
30/01/2025 22.45,73.2
30/01/2025 23.00,70.8
30/01/2025 23.15,69.6
30/01/2025 23.30,70.8
30/01/2025 23.45,80.4
31/01/2025 00.00,81.6
31/01/2025 00.15,73.2
31/01/2025 00.30,69.6
31/01/2025 00.45,63.6
31/01/2025 01.00,57.6
31/01/2025 01.15,54
31/01/2025 01.30,61.2
31/01/2025 01.45,64.8
31/01/2025 02.00,62.4
31/01/2025 02.15,61.2
31/01/2025 02.30,56.4
31/01/2025 02.45,55.2
31/01/2025 03.00,55.2
31/01/2025 03.15,56.4
31/01/2025 03.30,51.6
31/01/2025 03.45,54
31/01/2025 04.00,50.4
31/01/2025 04.15,51.6
31/01/2025 04.30,54
31/01/2025 04.45,54
31/01/2025 05.00,51.6
31/01/2025 05.15,55.2
31/01/2025 05.30,56.4
31/01/2025 05.45,54
31/01/2025 06.00,60
31/01/2025 06.15,69.6
31/01/2025 06.30,68.4
31/01/2025 06.45,70.8
31/01/2025 07.00,68.4
31/01/2025 07.15,66
31/01/2025 07.30,75.6
31/01/2025 07.45,75.6
31/01/2025 08.00,73.2
31/01/2025 08.15,73.2
31/01/2025 08.30,103.2
31/01/2025 08.45,98.4
31/01/2025 09.00,110.4
31/01/2025 09.15,106.8
31/01/2025 09.30,97.2
31/01/2025 09.45,103.2
31/01/2025 10.00,102
31/01/2025 10.15,102
31/01/2025 10.30,100.8
31/01/2025 10.45,92.4
31/01/2025 11.00,76.8
31/01/2025 11.15,79.2
31/01/2025 11.30,69.6
31/01/2025 11.45,62.4
31/01/2025 12.00,57.6
31/01/2025 12.15,54
31/01/2025 12.30,72
31/01/2025 12.45,70.8
31/01/2025 13.00,68.4
31/01/2025 13.15,73.2
31/01/2025 13.30,70.8
31/01/2025 13.45,58.8
31/01/2025 14.00,54
31/01/2025 14.15,52.8
31/01/2025 14.30,51.6
31/01/2025 14.45,54
31/01/2025 15.00,55.2
31/01/2025 15.15,64.8
31/01/2025 15.30,61.2
31/01/2025 15.45,64.8
31/01/2025 16.00,67.2
31/01/2025 16.15,63.6
31/01/2025 16.30,66
31/01/2025 16.45,55.2
31/01/2025 17.00,58.8
31/01/2025 17.15,56.4
31/01/2025 17.30,56.4
31/01/2025 17.45,61.2
31/01/2025 18.00,54
31/01/2025 18.15,62.4
31/01/2025 18.30,67.2
31/01/2025 18.45,67.2
31/01/2025 19.00,61.2
31/01/2025 19.15,55.2
31/01/2025 19.30,55.2
31/01/2025 19.45,60
31/01/2025 20.00,61.2
31/01/2025 20.15,58.8
31/01/2025 20.30,57.6
31/01/2025 20.45,52.8
31/01/2025 21.00,52.8
31/01/2025 21.15,50.4
31/01/2025 21.30,52.8
31/01/2025 21.45,45.6
31/01/2025 22.00,56.4
31/01/2025 22.15,56.4
31/01/2025 22.30,64.8
31/01/2025 22.45,63.6
31/01/2025 23.00,61.2
31/01/2025 23.15,67.2
31/01/2025 23.30,67.2
31/01/2025 23.45,76.8
01/02/2025 00.00,70.8
01/02/2025 00.15,79.2
01/02/2025 00.30,73.2
01/02/2025 00.45,68.4
01/02/2025 01.00,70.8
01/02/2025 01.15,64.8
01/02/2025 01.30,57.6
01/02/2025 01.45,55.2
01/02/2025 02.00,54
01/02/2025 02.15,52.8
01/02/2025 02.30,56.4
01/02/2025 02.45,56.4
01/02/2025 03.00,49.2
01/02/2025 03.15,50.4
01/02/2025 03.30,46.8
01/02/2025 03.45,50.4
01/02/2025 04.00,46.8
01/02/2025 04.15,45.6
01/02/2025 04.30,48
01/02/2025 04.45,46.8
01/02/2025 05.00,51.6
01/02/2025 05.15,48
01/02/2025 05.30,56.4
01/02/2025 05.45,57.6
01/02/2025 06.00,55.2
01/02/2025 06.15,58.8
01/02/2025 06.30,57.6
01/02/2025 06.45,62.4
01/02/2025 07.00,57.6
01/02/2025 07.15,61.2
01/02/2025 07.30,56.4
01/02/2025 07.45,56.4
01/02/2025 08.00,57.6
01/02/2025 08.15,55.2
01/02/2025 08.30,62.4
01/02/2025 08.45,75.6
01/02/2025 09.00,78
01/02/2025 09.15,74.4
01/02/2025 09.30,70.8
01/02/2025 09.45,81.6
01/02/2025 10.00,80.4
01/02/2025 10.15,76.8
01/02/2025 10.30,80.4
01/02/2025 10.45,84
01/02/2025 11.00,98.4
01/02/2025 11.15,105.6
01/02/2025 11.30,108
01/02/2025 11.45,116.4
01/02/2025 12.00,73.2
01/02/2025 12.15,64.8
01/02/2025 12.30,61.2
01/02/2025 12.45,73.2
01/02/2025 13.00,67.2
01/02/2025 13.15,67.2
01/02/2025 13.30,66
01/02/2025 13.45,63.6
01/02/2025 14.00,62.4
01/02/2025 14.15,66
01/02/2025 14.30,72
01/02/2025 14.45,68.4
01/02/2025 15.00,63.6
01/02/2025 15.15,61.2
01/02/2025 15.30,66
01/02/2025 15.45,63.6
01/02/2025 16.00,56.4
01/02/2025 16.15,48
01/02/2025 16.30,51.6
01/02/2025 16.45,51.6
01/02/2025 17.00,54
01/02/2025 17.15,49.2
01/02/2025 17.30,45.6
01/02/2025 17.45,46.8
01/02/2025 18.00,44.4
01/02/2025 18.15,49.2
01/02/2025 18.30,55.2
01/02/2025 18.45,56.4
01/02/2025 19.00,51.6
01/02/2025 19.15,50.4
01/02/2025 19.30,49.2
01/02/2025 19.45,50.4
01/02/2025 20.00,51.6
01/02/2025 20.15,57.6
01/02/2025 20.30,68.4
01/02/2025 20.45,69.6
01/02/2025 21.00,69.6
01/02/2025 21.15,75.6
01/02/2025 21.30,72
01/02/2025 21.45,62.4
01/02/2025 22.00,70.8
01/02/2025 22.15,72
01/02/2025 22.30,72
01/02/2025 22.45,86.4
01/02/2025 23.00,84
01/02/2025 23.15,87.6
01/02/2025 23.30,85.2
01/02/2025 23.45,76.8
02/02/2025 00.00,74.4
02/02/2025 00.15,70.8
02/02/2025 00.30,76.8
02/02/2025 00.45,68.4
02/02/2025 01.00,68.4
02/02/2025 01.15,63.6
02/02/2025 01.30,56.4
02/02/2025 01.45,54
02/02/2025 02.00,55.2
02/02/2025 02.15,54
02/02/2025 02.30,51.6
02/02/2025 02.45,48
02/02/2025 03.00,48
02/02/2025 03.15,48
02/02/2025 03.30,50.4
02/02/2025 03.45,46.8
02/02/2025 04.00,45.6
02/02/2025 04.15,46.8
02/02/2025 04.30,43.2
02/02/2025 04.45,51.6
02/02/2025 05.00,48
02/02/2025 05.15,54
02/02/2025 05.30,50.4
02/02/2025 05.45,54
02/02/2025 06.00,60
02/02/2025 06.15,62.4
02/02/2025 06.30,64.8
02/02/2025 06.45,61.2
02/02/2025 07.00,69.6
02/02/2025 07.15,63.6
02/02/2025 07.30,63.6
02/02/2025 07.45,60
02/02/2025 08.00,66
02/02/2025 08.15,67.2
02/02/2025 08.30,70.8
02/02/2025 08.45,70.8
02/02/2025 09.00,62.4
02/02/2025 09.15,58.8
02/02/2025 09.30,62.4
02/02/2025 09.45,61.2
02/02/2025 10.00,61.2
02/02/2025 10.15,58.8
02/02/2025 10.30,60
02/02/2025 10.45,66
02/02/2025 11.00,94.8
02/02/2025 11.15,84
02/02/2025 11.30,104.4
02/02/2025 11.45,96
02/02/2025 12.00,94.8
02/02/2025 12.15,91.2
02/02/2025 12.30,92.4
02/02/2025 12.45,100.8
02/02/2025 13.00,98.4
02/02/2025 13.15,102
02/02/2025 13.30,99.6
02/02/2025 13.45,100.8
02/02/2025 14.00,103.2
02/02/2025 14.15,117.6
02/02/2025 14.30,114
02/02/2025 14.45,111.6
02/02/2025 15.00,112.8
02/02/2025 15.15,114
02/02/2025 15.30,118.8
02/02/2025 15.45,118.8
02/02/2025 16.00,118.8
02/02/2025 16.15,112.8
02/02/2025 16.30,106.8
02/02/2025 16.45,115.2
02/02/2025 17.00,104.4
02/02/2025 17.15,99.6
02/02/2025 17.30,94.8
02/02/2025 17.45,100.8
02/02/2025 18.00,112.8
02/02/2025 18.15,105.6
02/02/2025 18.30,114
02/02/2025 18.45,115.2
02/02/2025 19.00,93.6
02/02/2025 19.15,68.4
02/02/2025 19.30,60
02/02/2025 19.45,55.2
02/02/2025 20.00,48
02/02/2025 20.15,49.2
02/02/2025 20.30,63.6
02/02/2025 20.45,60
02/02/2025 21.00,62.4
02/02/2025 21.15,69.6
02/02/2025 21.30,78
02/02/2025 21.45,82.8
02/02/2025 22.00,72
02/02/2025 22.15,73.2
02/02/2025 22.30,66
02/02/2025 22.45,68.4
02/02/2025 23.00,69.6
02/02/2025 23.15,66
02/02/2025 23.30,64.8
02/02/2025 23.45,74.4
03/02/2025 00.00,80.4
03/02/2025 00.15,78
03/02/2025 00.30,78
03/02/2025 00.45,74.4
03/02/2025 01.00,64.8
03/02/2025 01.15,57.6
03/02/2025 01.30,58.8
03/02/2025 01.45,56.4
03/02/2025 02.00,54
03/02/2025 02.15,52.8
03/02/2025 02.30,52.8
03/02/2025 02.45,50.4
03/02/2025 03.00,48
03/02/2025 03.15,58.8
03/02/2025 03.30,55.2
03/02/2025 03.45,51.6
03/02/2025 04.00,46.8
03/02/2025 04.15,45.6
03/02/2025 04.30,44.4
03/02/2025 04.45,46.8
03/02/2025 05.00,46.8
03/02/2025 05.15,45.6
03/02/2025 05.30,45.6
03/02/2025 05.45,48
03/02/2025 06.00,51.6
03/02/2025 06.15,56.4
03/02/2025 06.30,61.2
03/02/2025 06.45,63.6
03/02/2025 07.00,64.8
03/02/2025 07.15,86.4
03/02/2025 07.30,79.2
03/02/2025 07.45,91.2
03/02/2025 08.00,99.6
03/02/2025 08.15,99.6
03/02/2025 08.30,112.8
03/02/2025 08.45,104.4
03/02/2025 09.00,108
03/02/2025 09.15,100.8
03/02/2025 09.30,94.8
03/02/2025 09.45,114
03/02/2025 10.00,114
03/02/2025 10.15,123.6
03/02/2025 10.30,140.4
03/02/2025 10.45,129.6
03/02/2025 11.00,129.6
03/02/2025 11.15,127.2
03/02/2025 11.30,129.6
03/02/2025 11.45,120
03/02/2025 12.00,122.4
03/02/2025 12.15,115.2
03/02/2025 12.30,127.2
03/02/2025 12.45,116.4
03/02/2025 13.00,114
03/02/2025 13.15,114
03/02/2025 13.30,127.2
03/02/2025 13.45,132
03/02/2025 14.00,138
03/02/2025 14.15,120
03/02/2025 14.30,110.4
03/02/2025 14.45,114
03/02/2025 15.00,94.8
03/02/2025 15.15,87.6
03/02/2025 15.30,93.6
03/02/2025 15.45,93.6
03/02/2025 16.00,87.6
03/02/2025 16.15,86.4
03/02/2025 16.30,75.6
03/02/2025 16.45,85.2
03/02/2025 17.00,67.2
03/02/2025 17.15,75.6
03/02/2025 17.30,81.6
03/02/2025 17.45,80.4
03/02/2025 18.00,67.2
03/02/2025 18.15,66
03/02/2025 18.30,66
03/02/2025 18.45,70.8
03/02/2025 19.00,75.6
03/02/2025 19.15,70.8
03/02/2025 19.30,67.2
03/02/2025 19.45,62.4
03/02/2025 20.00,66
03/02/2025 20.15,66
03/02/2025 20.30,82.8
03/02/2025 20.45,74.4
03/02/2025 21.00,75.6
03/02/2025 21.15,75.6
03/02/2025 21.30,75.6
03/02/2025 21.45,76.8
03/02/2025 22.00,79.2
03/02/2025 22.15,82.8
03/02/2025 22.30,87.6
03/02/2025 22.45,84
03/02/2025 23.00,80.4
03/02/2025 23.15,84
03/02/2025 23.30,73.2
03/02/2025 23.45,68.4
04/02/2025 00.00,63.6
04/02/2025 00.15,72
04/02/2025 00.30,68.4
04/02/2025 00.45,56.4
04/02/2025 01.00,50.4
04/02/2025 01.15,51.6
04/02/2025 01.30,56.4
04/02/2025 01.45,52.8
04/02/2025 02.00,49.2
04/02/2025 02.15,49.2
04/02/2025 02.30,55.2
04/02/2025 02.45,58.8
04/02/2025 03.00,58.8
04/02/2025 03.15,58.8
04/02/2025 03.30,54
04/02/2025 03.45,51.6
04/02/2025 04.00,51.6
04/02/2025 04.15,52.8
04/02/2025 04.30,52.8
04/02/2025 04.45,55.2
04/02/2025 05.00,54
04/02/2025 05.15,64.8
04/02/2025 05.30,85.2
04/02/2025 05.45,80.4
04/02/2025 06.00,90
04/02/2025 06.15,90
04/02/2025 06.30,91.2
04/02/2025 06.45,100.8
04/02/2025 07.00,103.2
04/02/2025 07.15,109.2
04/02/2025 07.30,129.6
04/02/2025 07.45,126
04/02/2025 08.00,135.6
04/02/2025 08.15,151.2
04/02/2025 08.30,147.6
04/02/2025 08.45,135.6
04/02/2025 09.00,112.8
04/02/2025 09.15,110.4
04/02/2025 09.30,109.2
04/02/2025 09.45,111.6
04/02/2025 10.00,114
04/02/2025 10.15,117.6
04/02/2025 10.30,99.6
04/02/2025 10.45,114
04/02/2025 11.00,115.2
04/02/2025 11.15,120
04/02/2025 11.30,133.2
04/02/2025 11.45,120
04/02/2025 12.00,104.4
04/02/2025 12.15,102
04/02/2025 12.30,109.2
04/02/2025 12.45,115.2
04/02/2025 13.00,109.2
04/02/2025 13.15,108
04/02/2025 13.30,108
04/02/2025 13.45,115.2
04/02/2025 14.00,110.4
04/02/2025 14.15,108
04/02/2025 14.30,120
04/02/2025 14.45,106.8
04/02/2025 15.00,105.6
04/02/2025 15.15,106.8
04/02/2025 15.30,105.6
04/02/2025 15.45,105.6
04/02/2025 16.00,114
04/02/2025 16.15,116.4
04/02/2025 16.30,110.4
04/02/2025 16.45,85.2
04/02/2025 17.00,81.6
04/02/2025 17.15,82.8
04/02/2025 17.30,82.8
04/02/2025 17.45,76.8
04/02/2025 18.00,81.6
04/02/2025 18.15,79.2
04/02/2025 18.30,80.4
04/02/2025 18.45,85.2
04/02/2025 19.00,73.2
04/02/2025 19.15,54
04/02/2025 19.30,46.8
04/02/2025 19.45,50.4
04/02/2025 20.00,54
04/02/2025 20.15,55.2
04/02/2025 20.30,55.2
04/02/2025 20.45,61.2
04/02/2025 21.00,64.8
04/02/2025 21.15,58.8
04/02/2025 21.30,63.6
04/02/2025 21.45,70.8
04/02/2025 22.00,85.2
04/02/2025 22.15,98.4
04/02/2025 22.30,97.2
04/02/2025 22.45,94.8
04/02/2025 23.00,90
04/02/2025 23.15,100.8
04/02/2025 23.30,92.4
04/02/2025 23.45,80.4
05/02/2025 00.00,70.8
05/02/2025 00.15,70.8
05/02/2025 00.30,69.6
05/02/2025 00.45,67.2
05/02/2025 01.00,70.8
05/02/2025 01.15,67.2
05/02/2025 01.30,66
05/02/2025 01.45,64.8
05/02/2025 02.00,66
05/02/2025 02.15,61.2
05/02/2025 02.30,60
05/02/2025 02.45,57.6
05/02/2025 03.00,57.6
05/02/2025 03.15,57.6
05/02/2025 03.30,57.6
05/02/2025 03.45,57.6
05/02/2025 04.00,58.8
05/02/2025 04.15,56.4
05/02/2025 04.30,51.6
05/02/2025 04.45,50.4
05/02/2025 05.00,54
05/02/2025 05.15,55.2
05/02/2025 05.30,54
05/02/2025 05.45,56.4
05/02/2025 06.00,60
05/02/2025 06.15,66
05/02/2025 06.30,68.4
05/02/2025 06.45,74.4
05/02/2025 07.00,88.8
05/02/2025 07.15,92.4
05/02/2025 07.30,97.2
05/02/2025 07.45,90
05/02/2025 08.00,88.8
05/02/2025 08.15,88.8
05/02/2025 08.30,96
05/02/2025 08.45,99.6
05/02/2025 09.00,91.2
05/02/2025 09.15,96
05/02/2025 09.30,99.6
05/02/2025 09.45,112.8
05/02/2025 10.00,114
05/02/2025 10.15,112.8
05/02/2025 10.30,114
05/02/2025 10.45,108
05/02/2025 11.00,103.2
05/02/2025 11.15,97.2
05/02/2025 11.30,100.8
05/02/2025 11.45,109.2
05/02/2025 12.00,105.6
05/02/2025 12.15,105.6
05/02/2025 12.30,96
05/02/2025 12.45,109.2
05/02/2025 13.00,105.6
05/02/2025 13.15,99.6
05/02/2025 13.30,104.4
05/02/2025 13.45,106.8
05/02/2025 14.00,109.2
05/02/2025 14.15,115.2
05/02/2025 14.30,122.4
05/02/2025 14.45,118.8
05/02/2025 15.00,114
05/02/2025 15.15,109.2
05/02/2025 15.30,99.6
05/02/2025 15.45,102
05/02/2025 16.00,106.8
05/02/2025 16.15,100.8
05/02/2025 16.30,93.6
05/02/2025 16.45,96
05/02/2025 17.00,66
05/02/2025 17.15,66
05/02/2025 17.30,55.2
05/02/2025 17.45,55.2
05/02/2025 18.00,61.2
05/02/2025 18.15,64.8
05/02/2025 18.30,54
05/02/2025 18.45,51.6
05/02/2025 19.00,51.6
05/02/2025 19.15,57.6
05/02/2025 19.30,58.8
05/02/2025 19.45,58.8
05/02/2025 20.00,48
05/02/2025 20.15,56.4
05/02/2025 20.30,55.2
05/02/2025 20.45,56.4
05/02/2025 21.00,58.8
05/02/2025 21.15,67.2
05/02/2025 21.30,73.2
05/02/2025 21.45,80.4
05/02/2025 22.00,80.4
05/02/2025 22.15,85.2
05/02/2025 22.30,80.4
05/02/2025 22.45,80.4
05/02/2025 23.00,80.4
05/02/2025 23.15,72
05/02/2025 23.30,75.6
05/02/2025 23.45,76.8
06/02/2025 00.00,84
06/02/2025 00.15,79.2
06/02/2025 00.30,78
06/02/2025 00.45,70.8
06/02/2025 01.00,68.4
06/02/2025 01.15,63.6
06/02/2025 01.30,57.6
06/02/2025 01.45,61.2
06/02/2025 02.00,58.8
06/02/2025 02.15,58.8
06/02/2025 02.30,60
06/02/2025 02.45,55.2
06/02/2025 03.00,52.8
06/02/2025 03.15,52.8
06/02/2025 03.30,52.8
06/02/2025 03.45,52.8
06/02/2025 04.00,56.4
06/02/2025 04.15,55.2
06/02/2025 04.30,51.6
06/02/2025 04.45,52.8
06/02/2025 05.00,55.2
06/02/2025 05.15,56.4
06/02/2025 05.30,56.4
06/02/2025 05.45,60
06/02/2025 06.00,74.4
06/02/2025 06.15,73.2
06/02/2025 06.30,76.8
06/02/2025 06.45,78
06/02/2025 07.00,68.4
06/02/2025 07.15,70.8
06/02/2025 07.30,68.4
06/02/2025 07.45,73.2
06/02/2025 08.00,74.4
06/02/2025 08.15,68.4
06/02/2025 08.30,75.6
06/02/2025 08.45,73.2
06/02/2025 09.00,75.6
06/02/2025 09.15,68.4
06/02/2025 09.30,60
06/02/2025 09.45,66
06/02/2025 10.00,84
06/02/2025 10.15,84
